iteration,collectionName,requestName,method,url,status,code,responseTime,responseSize,executed,failed,skipped,totalAssertions,executedCount,failedCount,skippedCount
"1","Brevo","Update permission for a user","POST","https://api.brevo.com/v3/organization/user/update/permissions?all_features_access=true","Bad Request","400","320","83",,,,"0","0","0","0"
"1","Brevo","Get all Companies","GET","https://api.brevo.com/v3/companies?page=1&limit=50&sort=desc","OK","200","408","9762","Response status code is 200, Items array in the response should exist and be an array","Schema is valid",,"3","2","1","0"
"1","Brevo","Create a company","POST","https://api.brevo.com/v3/companies","OK","200","353","34","verify response code is 200, Response has the required fields - id, Id is in a valid format, Id is not an empty string, Verify that the 'id' is stored in the collection variable 'companyid', Response time is less than 800ms",,,"6","6","0","0"
"1","Brevo","Get company attributes","GET","https://api.brevo.com/v3/companies/attributes","OK","200","365","1719","Response status code is 200, Response is an array with at least one element, Ensure that attributeOptions array contains objects with keys 'key' and 'value'","Verify attributeOptions array contains the expected number of elements",,"4","3","1","0"
"1","Brevo","Link and Unlink company with contact and deal","PATCH","https://api.brevo.com/v3/companies/link-unlink/6569b827c3894966bee76740","Bad Request","400","383","51",,"Status code is 204",,"1","0","1","0"
"1","Brevo","Get a company","GET","https://api.brevo.com/v3/companies/:id","Bad Request","400","434","37",,,,"0","0","0","0"
"1","Brevo","Delete a company","DELETE","https://api.brevo.com/v3/companies/:id","Bad Request","400","215","32",,,,"0","0","0","0"
"1","Brevo","Create a company after deletion","POST","https://api.brevo.com/v3/companies","OK","200","526","34","verify response code is 200",,,"1","1","0","0"
"1","Brevo","Update a company","PATCH","https://api.brevo.com/v3/companies/:id","Bad Request","400","317","37",,,,"0","0","0","0"
"1","Brevo","Get pipeline stages","GET","https://api.brevo.com/v3/crm/pipeline/details","OK","200","436","542",,,,"0","0","0","0"
"1","Brevo","Get all deals","GET","https://api.brevo.com/v3/crm/deals?filter[attributes]=&filter[linkedCompaniesIds]=&filter[linkedContactsIds]=&offset=0&limit=50&sort=desc","OK","200","325","4403",,,,"0","0","0","0"
"1","Brevo","Create a deal","POST","https://api.brevo.com/v3/crm/deals","OK","200","496","34","verify response code is 200",,,"1","1","0","0"
"1","Brevo","Link and Unlink a deal with contacts and companies","PATCH","https://api.brevo.com/v3/crm/deals/link-unlink/:id","Bad Request","400","363","45",,,,"0","0","0","0"
"1","Brevo","Get deal attributes","GET","https://api.brevo.com/v3/crm/attributes/deals","OK","200","941","4629",,,,"0","0","0","0"
"1","Brevo","Get a deal","GET","https://api.brevo.com/v3/crm/deals/:id","Bad Request","400","320","78",,,,"0","0","0","0"
"1","Brevo","Delete a deal","DELETE","https://api.brevo.com/v3/crm/deals/:id","Bad Request","400","458","46",,,,"0","0","0","0"
"1","Brevo","Update a deal","PATCH","https://api.brevo.com/v3/crm/deals/:id","Bad Request","400","228","46",,,,"0","0","0","0"
"1","Brevo","Get all tasks","GET","https://api.brevo.com/v3/crm/tasks?filter[type]=&filter[status]=&filter[date]=&filter[assignTo]=&filter[contacts]=&filter[deals]=&filter[companies]=&dateFrom=1677168398000&dateTo=1677168398000&offset=0&limit=50&sort=desc&sortBy=name","Bad Request","400","808","56",,,,"0","0","0","0"
"1","Brevo","Create a task","POST","https://api.brevo.com/v3/crm/tasks","Bad Request","400","939","160",,,,"0","0","0","0"
"1","Brevo","Get all task types","GET","https://api.brevo.com/v3/crm/tasktypes","OK","200","955","485",,,,"0","0","0","0"
"1","Brevo","Get a task","GET","https://api.brevo.com/v3/crm/tasks/:id","Bad Request","400","814","53",,,,"0","0","0","0"
"1","Brevo","Delete a task","DELETE","https://api.brevo.com/v3/crm/tasks/:id","Bad Request","400","1025","53",,,,"0","0","0","0"
"1","Brevo","Update a task","PATCH","https://api.brevo.com/v3/crm/tasks/:id","Bad Request","400","681","53",,,,"0","0","0","0"
"1","Brevo","Get all notes","GET","https://api.brevo.com/v3/crm/notes?entity=deals&entityIds=&dateFrom=1677168398000&dateTo=1677254798000&offset=0&limit=50&sort=desc","Bad Request","400","221","66",,,,"0","0","0","0"
"1","Brevo","Create a note","POST","https://api.brevo.com/v3/crm/notes","Bad Request","400","231","90",,,,"0","0","0","0"
"1","Brevo","Get a note","GET","https://api.brevo.com/v3/crm/notes/:id","Bad Request","400","244","102",,,,"0","0","0","0"
"1","Brevo","Update a note","PATCH","https://api.brevo.com/v3/crm/notes/:id","Bad Request","400","325","100",,,,"0","0","0","0"
"1","Brevo","Delete a note","DELETE","https://api.brevo.com/v3/crm/notes/:id","Bad Request","400","281","46",,,,"0","0","0","0"
"1","Brevo","Get all files","GET","https://api.brevo.com/v3/crm/files?entity=deals&entityIds=&dateFrom=1677168398000&dateTo=1677254798000&offset=0&limit=50&sort=desc","Bad Request","400","360","51",,,,"0","0","0","0"
"1","Brevo","Upload a file","POST","https://api.brevo.com/v3/crm/files","Bad Request","400","325","31",,,,"0","0","0","0"
"1","Brevo","Download a file","GET","https://api.brevo.com/v3/crm/files/:id","Bad Request","400","264","81",,,,"0","0","0","0"
"1","Brevo","Delete a file","DELETE","https://api.brevo.com/v3/crm/files/:id","Bad Request","400","229","212",,,,"0","0","0","0"
"1","Brevo","Get file details","GET","https://api.brevo.com/v3/crm/files/:id/data","Bad Request","400","271","152",,,,"0","0","0","0"
"1","Brevo","Send a message as an agent","POST","https://api.brevo.com/v3/conversations/messages","Payment Required","402","330","56",,,,"0","0","0","0"
"1","Brevo","Get a message","GET","https://api.brevo.com/v3/conversations/messages/:id","Payment Required","402","284","56",,,,"0","0","0","0"
"1","Brevo","Update a message sent by an agent","PUT","https://api.brevo.com/v3/conversations/messages/:id","Payment Required","402","326","56",,,,"0","0","0","0"
"1","Brevo","Delete a message sent by an agent","DELETE","https://api.brevo.com/v3/conversations/messages/:id","Payment Required","402","456","56",,,,"0","0","0","0"
"1","Brevo","Sets agent’s status to online for 2-3 minutes","POST","https://api.brevo.com/v3/conversations/agentOnlinePing","Payment Required","402","566","56",,,,"0","0","0","0"
"1","Brevo","Send an automated message to a visitor","POST","https://api.brevo.com/v3/conversations/pushedMessages","Payment Required","402","546","56",,,,"0","0","0","0"
"1","Brevo","Get an automated message","GET","https://api.brevo.com/v3/conversations/pushedMessages/:id","Payment Required","402","332","56",,,,"0","0","0","0"
"1","Brevo","Update an automated message","PUT","https://api.brevo.com/v3/conversations/pushedMessages/:id","Payment Required","402","336","56",,,,"0","0","0","0"
"1","Brevo","Delete an automated message","DELETE","https://api.brevo.com/v3/conversations/pushedMessages/:id","Payment Required","402","295","56",,,,"0","0","0","0"
"1","Brevo","Create/update an order","GET","https://api.brevo.com/v3/orders/status","Forbidden","403","280","86",,,,"0","0","0","0"
"1","Brevo","Create orders in batch","POST","https://api.brevo.com/v3/orders/status/batch","Forbidden","403","218","86",,,,"0","0","0","0"
"1","Brevo","Get all categories","GET","https://api.brevo.com/v3/categories?limit=50&offset=0&sort=desc&ids= ","Forbidden","403","207","86",,,,"0","0","0","0"
"1","Brevo","Create/update a category","POST","https://api.brevo.com/v3/categories","Forbidden","403","358","86",,,,"0","0","0","0"
"1","Brevo","Create categories in batch","POST","https://api.brevo.com/v3/categories/batch","Forbidden","403","214","86",,,,"0","0","0","0"
"1","Brevo","Get a category details","GET","https://api.brevo.com/v3/categories/:id","Forbidden","403","214","86",,,,"0","0","0","0"
"1","Brevo","Get all products","GET","https://api.brevo.com/v3/products?limit=50&offset=0&sort=desc&ids=","Forbidden","403","203","86",,,,"0","0","0","0"
"1","Brevo","Get a product's details","GET","https://api.brevo.com/v3/products/:id","Forbidden","403","203","86",,,,"0","0","0","0"
"1","Brevo","Create/update a product","POST","https://api.brevo.com/v3/products","Forbidden","403","235","86",,,,"0","0","0","0"
"1","Brevo","Create products in batch","POST","https://api.brevo.com/v3/products/batch","Forbidden","403","209","86",,,,"0","0","0","0"
"1","Brevo","Activate eCommerce platform on your account","POST","https://api.brevo.com/v3/v3/ecommerce/activate","Not Found","404","242","61",,,,"0","0","0","0"
"1","Brevo","Get all your coupon collections","GET","https://api.brevo.com/v3/couponCollections","Unauthorized","401","251","27",,,,"0","0","0","0"
"1","Brevo","Create a coupon collection","POST","https://api.brevo.com/v3/couponCollections","Unauthorized","401","260","27",,,,"0","0","0","0"
"1","Brevo","Get a coupon collection by id","GET","https://api.brevo.com/v3/couponCollections?id=","Unauthorized","401","223","27",,,,"0","0","0","0"
"1","Brevo","Update a coupon collection by id","PATCH","https://api.brevo.com/v3/couponCollections/:id","Unauthorized","401","288","27",,,,"0","0","0","0"
"1","Brevo","Create coupons for a coupon collection","POST","https://api.brevo.com/v3/coupons","Unauthorized","401","332","27",,,,"0","0","0","0"
"1","Brevo","Identify the user","POST","https://in-automate.sendinblue.com/api/v2/identifyUser","Not Found","404","328","19",,,,"0","0","0","0"
"1","Brevo","Track event","POST","https://in-automate.sendinblue.com/api/v2/TrackEvent","Not Found","404","279","19",,,,"0","0","0","0"
"1","Brevo","Track link clicks","POST","https://in-automate.sendinblue.com/api/v2/TrackLink","Not Found","404","221","19",,,,"0","0","0","0"
"1","Brevo","Track page views","POST","https://in-automate.sendinblue.com/api/v2/TrackPage","Not Found","404","306","19",,,,"0","0","0","0"
